Nx=12, Ny=96, Nz=96
dx=0.244949, dy=0.244949, dz=0.244949
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.023721 0.976278 18.5139 -10.0625
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.044155 0.955848 17.191 -10.1588
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.093636 0.906381 13.3574 -11.0225
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.215954 0.784079 4.10492 -12.9336
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.462776 0.537231 -8.67616 -10.9036
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.736574 0.263398 -13.552 0.646312
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.889621 0.110363 -12.0797 11.2991
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.95213 0.047868 -11.2137 15.9146
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.977327 0.022674 -11.3809 17.259
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.988409 0.011593 -11.8652 17.4394
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.993695 0.006306 -12.3958 17.226
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.996267 0.003733 -12.869 16.9071
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.997394 0.002607 -13.2237 16.6199
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.99763 0.00237 -13.4207 16.4371
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.997188 0.002812 -13.4601 16.3712
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.996024 0.003975 -13.3611 16.4004
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.994011 0.005988 -13.1647 16.476
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.990922 0.009078 -12.897 16.5583
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.986407 0.013593 -12.6043 16.5801
0.980038 0.019962 -12.3374 16.4649
0.980038 0.019962 -12.3374 16.4649
0.980038 0.019962 -12.3374 16.4649
0.980038 0.019962 -12.3374 16.4649
0.980038 0.019962 -12.3374 16.4649
