Nx=12, Ny=96, Nz=96
dx=0.244949, dy=0.244949, dz=0.244949
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.034829 0.965172 17.8366 -10.0732
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.06997 0.930038 15.2597 -10.541
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.156844 0.843179 8.41302 -12.1734
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.353295 0.646724 -3.98277 -12.779
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.639578 0.360406 -12.9095 -4.52837
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.843159 0.156824 -12.7658 7.82733
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.933369 0.066627 -11.3754 14.6284
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.969375 0.030625 -11.2361 16.9272
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.984708 0.015294 -11.6458 17.4371
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.991858 0.008144 -12.1778 17.3339
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.995374 0.004627 -12.6914 17.0312
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997058 0.002944 -13.1144 16.7092
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997693 0.002308 -13.3953 16.4664
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.997644 0.002357 -13.5173 16.3415
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.996991 0.00301 -13.4863 16.3334
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.995673 0.004327 -13.336 16.4047
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.993566 0.006434 -13.0984 16.516
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.990471 0.009529 -12.804 16.625
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.986056 0.013944 -12.4926 16.6718
0.979942 0.020059 -12.2151 16.5828
0.979942 0.020059 -12.2151 16.5828
0.979942 0.020059 -12.2151 16.5828
0.979942 0.020059 -12.2151 16.5828
0.979942 0.020059 -12.2151 16.5828
0.979942 0.020059 -12.2151 16.5828
0.979941 0.020059 -12.2151 16.5828
0.979941 0.020059 -12.2151 16.5828
0.979941 0.02006 -12.2151 16.5828
0.979941 0.02006 -12.2151 16.5828
0.979941 0.02006 -12.2151 16.5828
0.979941 0.020059 -12.2151 16.5828
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.971725 0.028276 -12.0022 16.3031
0.971725 0.028276 -12.0022 16.3031
0.971725 0.028276 -12.0022 16.3031
0.971726 0.028276 -12.0022 16.3031
0.961009 0.038994 -11.8747 15.7876
0.961009 0.038994 -11.8747 15.7876
0.96101 0.038994 -11.8747 15.7876
0.96101 0.038994 -11.8747 15.7876
0.961009 0.038994 -11.8747 15.7876
0.961009 0.038994 -11.8747 15.7876
0.961009 0.038995 -11.8747 15.7875
0.961009 0.038995 -11.8747 15.7875
0.961008 0.038995 -11.8747 15.7875
0.961008 0.038995 -11.8747 15.7875
0.961008 0.038995 -11.8747 15.7875
0.961009 0.038995 -11.8747 15.7875
0.947493 0.052512 -11.8507 14.9998
0.947493 0.052512 -11.8507 14.9998
0.947494 0.052512 -11.8507 14.9998
0.947494 0.052512 -11.8507 14.9998
0.947493 0.052512 -11.8507 14.9998
0.947493 0.052512 -11.8507 14.9998
0.947492 0.052513 -11.8507 14.9997
0.947492 0.052513 -11.8507 14.9997
0.947492 0.052514 -11.8507 14.9997
0.947492 0.052514 -11.8507 14.9997
0.947492 0.052514 -11.8507 14.9997
0.947492 0.052513 -11.8507 14.9997
0.931248 0.06876 -11.9457 13.9276
0.931248 0.06876 -11.9457 13.9276
0.931249 0.068759 -11.9457 13.9276
0.931249 0.068759 -11.9457 13.9276
0.931248 0.06876 -11.9457 13.9276
0.931248 0.06876 -11.9457 13.9276
0.931246 0.068762 -11.9457 13.9274
0.931246 0.068762 -11.9457 13.9274
0.931245 0.068763 -11.9457 13.9273
0.931245 0.068763 -11.9457 13.9273
0.931245 0.068763 -11.9457 13.9273
0.931246 0.068762 -11.9457 13.9274
0.912925 0.087084 -12.1447 12.624
0.912925 0.087084 -12.1447 12.624
0.912927 0.087082 -12.1447 12.6241
0.912927 0.087082 -12.1447 12.6241
0.912925 0.087084 -12.1447 12.624
0.912925 0.087084 -12.1447 12.624
0.912922 0.087088 -12.1448 12.6237
0.912922 0.087088 -12.1448 12.6237
0.91292 0.087089 -12.1448 12.6235
0.91292 0.087089 -12.1448 12.6235
0.91292 0.087089 -12.1448 12.6235
0.912922 0.087088 -12.1448 12.6237
0.893851 0.106158 -12.404 11.2111
0.893851 0.106158 -12.404 11.2111
0.893854 0.106155 -12.4039 11.2113
0.893854 0.106155 -12.4039 11.2113
0.893851 0.106158 -12.404 11.2111
0.893851 0.106158 -12.404 11.2111
0.893845 0.106164 -12.4041 11.2106
0.893845 0.106164 -12.4041 11.2106
0.893842 0.106167 -12.4041 11.2104
0.893842 0.106167 -12.4041 11.2104
0.893842 0.106167 -12.4041 11.2104
0.893845 0.106164 -12.4041 11.2106
0.87593 0.124075 -12.6604 9.86593
0.87593 0.124075 -12.6604 9.86593
0.875935 0.124071 -12.6603 9.86629
0.875935 0.124071 -12.6603 9.86629
0.87593 0.124075 -12.6604 9.86593
0.87593 0.124075 -12.6604 9.86593
0.875921 0.124085 -12.6605 9.8652
0.875921 0.124085 -12.6605 9.8652
0.875916 0.124089 -12.6605 9.86483
0.875916 0.124089 -12.6605 9.86483
0.875916 0.124089 -12.6605 9.86483
0.875921 0.124085 -12.6605 9.8652
0.86141 0.13859 -12.863 8.7747
0.86141 0.13859 -12.863 8.7747
0.861416 0.138583 -12.8629 8.77522
0.861416 0.138583 -12.8629 8.77522
0.86141 0.13859 -12.863 8.7747
0.86141 0.13859 -12.863 8.7747
0.861396 0.138604 -12.8631 8.77366
0.861396 0.138604 -12.8631 8.77366
0.861389 0.13861 -12.8632 8.77315
0.861389 0.13861 -12.8632 8.77315
0.861389 0.13861 -12.8632 8.77315
0.861396 0.138604 -12.8631 8.77366
0.852434 0.147558 -12.9791 8.10074
0.852434 0.147558 -12.9791 8.10074
0.852443 0.147549 -12.9791 8.10142
0.852443 0.147549 -12.9791 8.10142
0.852434 0.147558 -12.9791 8.10074
0.852434 0.147558 -12.9791 8.10074
0.852415 0.147576 -12.9793 8.09937
0.852415 0.147576 -12.9793 8.09937
0.852406 0.147586 -12.9793 8.09869
0.852406 0.147586 -12.9793 8.09869
0.852406 0.147586 -12.9793 8.09869
0.852415 0.147576 -12.9793 8.09937
0.850527 0.149456 -12.9985 7.94867
0.850527 0.149456 -12.9985 7.94867
0.850538 0.149445 -12.9984 7.94951
0.850538 0.149445 -12.9984 7.94951
0.850527 0.149456 -12.9985 7.94867
0.850527 0.149456 -12.9985 7.94867
0.850503 0.149479 -12.9986 7.94697
0.850503 0.149479 -12.9986 7.94697
0.850492 0.149491 -12.9986 7.94613
0.850492 0.149491 -12.9986 7.94613
0.850492 0.149491 -12.9986 7.94613
0.850503 0.149479 -12.9986 7.94697
0.856154 0.14382 -12.9152 8.35552
0.856154 0.14382 -12.9152 8.35552
0.856168 0.143806 -12.9152 8.35651
0.856168 0.143806 -12.9152 8.35651
0.856154 0.14382 -12.9152 8.35552
0.856154 0.14382 -12.9152 8.35552
0.856127 0.143847 -12.9153 8.35355
0.856127 0.143847 -12.9153 8.35355
